DATE,SFXRSA
1987-01-01,46.955792489659004
1987-02-01,47.302674799207004
1987-03-01,47.840212928966
1987-04-01,47.984057701756
1987-05-01,48.305065129391004
1987-06-01,48.605786861179
1987-07-01,49.084565779988004
1987-08-01,49.542592009624
1987-09-01,50.2412878147
1987-10-01,50.992698180037
1987-11-01,51.641130556381995
1987-12-01,52.229110582827
1988-01-01,52.702836164853004
1988-02-01,53.199837070369995
1988-03-01,53.866209706254
1988-04-01,54.534047187591
1988-05-01,56.067376742114
1988-06-01,57.881818387134
1988-07-01,58.174426410619
1988-08-01,58.49688496153401
1988-09-01,58.936924509437
1988-10-01,59.950319222301
1988-11-01,61.105586443502
1988-12-01,62.465814159287994
1989-01-01,63.288489841422994
1989-02-01,64.057740522953
1989-03-01,65.561702975651
1989-04-01,66.696525836939
1989-05-01,67.703283862443
1989-06-01,68.784367143576
1989-07-01,69.591281163585
1989-08-01,70.715737930033
1989-09-01,71.59164011402099
1989-10-01,72.42559090074
1989-11-01,73.015228797766
1989-12-01,73.394917535224
1990-01-01,73.64250639981
1990-02-01,73.822604210509
1990-03-01,74.595008943752
1990-04-01,75.065394671585
1990-05-01,75.020094313203
1990-06-01,74.588360073491
1990-07-01,74.048470600153
1990-08-01,73.75247492391699
1990-09-01,73.482384079978
1990-10-01,72.906601014228
1990-11-01,72.374808079286
1990-12-01,71.864584610222
1991-01-01,71.93549501789799
1991-02-01,71.12639049570599
1991-03-01,70.60820847374501
1991-04-01,69.909268219997
1991-05-01,70.01055908729299
1991-06-01,70.28133787390199
1991-07-01,70.657607305598
1991-08-01,70.827749155304
1991-09-01,70.822434169763
1991-10-01,70.71237053199799
1991-11-01,70.534379608245
1991-12-01,70.45028931521999
1992-01-01,70.395201897459
1992-02-01,70.339553394023
1992-03-01,70.1947406157
1992-04-01,69.685742447232
1992-05-01,69.729028078968
1992-06-01,69.488896994117
1992-07-01,69.27229693319
1992-08-01,68.9625576826
1992-09-01,68.80548140329
1992-10-01,68.827788540347
1992-11-01,68.74531671924599
1992-12-01,68.58394082729801
1993-01-01,68.45096378785999
1993-02-01,68.290100681607
1993-03-01,68.06550564160901
1993-04-01,67.991240829272
1993-05-01,67.761870348865
1993-06-01,67.473263100903
1993-07-01,66.931306383552
1993-08-01,66.951066896822
1993-09-01,66.831625364588
1993-10-01,66.772023833773
1993-11-01,66.72437037536899
1993-12-01,66.630978472208
1994-01-01,66.634809327127
1994-02-01,66.648560751495
1994-03-01,67.321860803323
1994-04-01,67.41857715444701
1994-05-01,67.537251642299
1994-06-01,67.612727605892
1994-07-01,67.64045047624501
1994-08-01,67.68213571295901
1994-09-01,67.543090425483
1994-10-01,67.793425395266
1994-11-01,68.050658243634
1994-12-01,68.311636450064
1995-01-01,68.415407068546
1995-02-01,68.321342239304
1995-03-01,67.72523946313301
1995-04-01,67.40639172121399
1995-05-01,67.105979911674
1995-06-01,66.921254161922
1995-07-01,66.96452095733599
1995-08-01,67.018593635077
1995-09-01,67.107895847783
1995-10-01,66.971346819884
1995-11-01,66.906437587479
1995-12-01,66.849720740997
1996-01-01,66.877716279822
1996-02-01,66.904028119503
1996-03-01,66.807687083161
1996-04-01,66.691687182463
1996-05-01,66.784225570866
1996-06-01,67.015614047537
1996-07-01,67.216140330322
1996-08-01,67.544701697021
1996-09-01,67.795879051676
1996-10-01,68.260227978378
1996-11-01,68.935062954061
1996-12-01,69.207169891029
1997-01-01,69.638624276433
1997-02-01,69.83533753236901
1997-03-01,70.636412826119
1997-04-01,71.262603759964
1997-05-01,71.79153719408001
1997-06-01,72.310462009853
1997-07-01,72.804282693481
1997-08-01,73.57360831477399
1997-09-01,74.11510266495499
1997-10-01,75.037768004661
1997-11-01,75.675430018046
1997-12-01,76.499702906116
1998-01-01,77.202176965941
1998-02-01,77.677717907926
1998-03-01,78.306592357832
1998-04-01,79.127858709741
1998-05-01,80.215100582135
1998-06-01,81.39190997914001
1998-07-01,82.382300526815
1998-08-01,83.516936864963
1998-09-01,84.439691418802
1998-10-01,84.965010866473
1998-11-01,85.16421030383701
1998-12-01,85.39775520627
1999-01-01,86.227893584364
1999-02-01,87.21906554839701
1999-03-01,88.291712435025
1999-04-01,89.08616968899901
1999-05-01,89.970171138213
1999-06-01,91.276078680219
1999-07-01,92.892928489686
1999-08-01,94.27522610846701
1999-09-01,95.596227376984
1999-10-01,96.76429571236099
1999-11-01,98.508827458479
1999-12-01,100.02915292818001
2000-01-01,101.449953939052
2000-02-01,104.17060439244301
2000-03-01,107.337222866583
2000-04-01,110.63299393394699
2000-05-01,113.800513472016
2000-06-01,116.81510592049801
2000-07-01,117.86499731075199
2000-08-01,119.047837047057
2000-09-01,120.41485550240101
2000-10-01,123.250015018771
2000-11-01,126.44311135570801
2000-12-01,130.061234041837
2001-01-01,133.04024474072202
2001-02-01,135.075261655421
2001-03-01,134.936974553625
2001-04-01,133.855791673937
2001-05-01,132.66200761046002
2001-06-01,130.83380303674602
2001-07-01,129.281105221671
2001-08-01,128.330618323435
2001-09-01,128.184202216735
2001-10-01,128.210652588935
2001-11-01,127.674897799226
2001-12-01,126.843088498732
2002-01-01,126.84205854166201
2002-02-01,127.614099502483
2002-03-01,129.559937565507
2002-04-01,132.110369119955
2002-05-01,134.748354238363
2002-06-01,137.569186194011
2002-07-01,139.373338041416
2002-08-01,141.107911596921
2002-09-01,141.850833672645
2002-10-01,142.818293254231
2002-11-01,143.633223907537
2002-12-01,143.81929153205
2003-01-01,143.733917868734
2003-02-01,143.85032700655898
2003-03-01,143.956324747857
